Lon,hotelid,hotelname,tags,starrating,roomtype,country,city,propertytype,url
22,7975,Apollo Hotel London,nan DeluxeTwinRoom nan 64-66QueensboroughTerrace London UnitedKingdom Hotels,2,Deluxe Twin Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/apollo-hotel-london/hotel/london-gb.html
23,7975,Apollo Hotel London,nan StandardDoubleRoom nan 64-66QueensboroughTerrace London UnitedKingdom Hotels,2,Standard Double Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/apollo-hotel-london/hotel/london-gb.html
24,7975,Apollo Hotel London,nan SuperiorQuadrupleRoom nan 64-66QueensboroughTerrace London UnitedKingdom Hotels,2,Superior Quadruple Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/apollo-hotel-london/hotel/london-gb.html
25,59961,Hotel Rivoli,Airconditioning Closet Dailyhousekeeping Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Linens Minibar On-demandmovies Satellite/cablechannels Telephone Toiletries Towels Wake-upservice Wooden/parquetedflooring  SingleRoom Cityview Showerandbathtub 1singlebed Albert-Rosshaupter-Str.18 Munich Germany Hotels,3,Single Room,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-rivoli/hotel/munich-de.html
27,59961,Hotel Rivoli,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower Telephone TV  DoubleRoom FreeWi-Fi Extralowprice!(non-refundable) Albert-Rosshaupter-Str.18 Munich Germany Hotels,3,Double Room,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-rivoli/hotel/munich-de.html
28,59961,Hotel Rivoli,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  RoomStandard FreeWi-Fi Extralowprice!(non-refundable) Albert-Rosshaupter-Str.18 Munich Germany Hotels,3,Room Standard,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-rivoli/hotel/munich-de.html
29,59961,Hotel Rivoli,Airconditioning Closet Dailyhousekeeping Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Linens Minibar On-demandmovies Satellite/cablechannels Telephone Toiletries Towels Wake-upservice Wooden/parquetedflooring  DoubleorTwinRoom Cityview Showerandbathtub 1doublebedor2singlebeds Albert-Rosshaupter-Str.18 Munich Germany Hotels,3,Double or Twin Room,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-rivoli/hotel/munich-de.html
41,59961,Hotel Rivoli,Airconditioning Dailyhousekeeping FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Minibar On-demandmovies Satellite/cablechannels  RunofHouse Shower Albert-Rosshaupter-Str.18 Munich Germany Hotels,3,Run of House,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-rivoli/hotel/munich-de.html
43,59961,Hotel Rivoli,Airconditioning Closet Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Linens Minibar Satellite/cablechannels Telephone Toiletries Towels Wake-upservice Wooden/parquetedflooring  TripleRoom Cityview Non-smoking Showerandbathtub 1doublebedand1sofabedor1sofabedand2singlebeds Albert-Rosshaupter-Str.18 Munich Germany Hotels,3,Triple Room,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-rivoli/hotel/munich-de.html
50,6825,Timhotel Tour Eiffel,Airconditioning Alarmclock Bathrobes Carpeting Closet Coffee/teamaker Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Laptopsafebox Linens Mirror Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  ComfortSingleRoom Cityview Non-smoking Showerandbathtub 1doublebed 11rueJuge Paris France Hotels,3,Comfort Single Room,France,Paris,Hotels,https://www.agoda.com/en-gb/timhotel-tour-eiffel/hotel/paris-fr.html
54,6825,Timhotel Tour Eiffel,Airconditioning Alarmclock Bathrobes Carpeting Closet Coffee/teamaker Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Laptopsafebox Linens Mirror Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  ComfortTwinRoom Cityview Non-smoking Showerandbathtub 2singlebeds 11rueJuge Paris France Hotels,3,Comfort Twin Room,France,Paris,Hotels,https://www.agoda.com/en-gb/timhotel-tour-eiffel/hotel/paris-fr.html
58,6825,Timhotel Tour Eiffel,Airconditioning Alarmclock Bathrobes Carpeting Closet Coffee/teamaker Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Laptopsafebox Linens Mirror Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  ComfortDoubleRoom Cityview Non-smoking Showerandbathtub 1doublebed 11rueJuge Paris France Hotels,3,Comfort Double Room,France,Paris,Hotels,https://www.agoda.com/en-gb/timhotel-tour-eiffel/hotel/paris-fr.html
62,6825,Timhotel Tour Eiffel,Airconditioning Alarmclock Bathrobes Blackoutcurtains Carpeting Closet Coffee/teamaker Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Laptopsafebox Linens Mirror Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  SuperiorDoubleRoom Cityview Non-smoking Shower 1doublebed 11rueJuge Paris France Hotels,3,Superior Double Room,France,Paris,Hotels,https://www.agoda.com/en-gb/timhotel-tour-eiffel/hotel/paris-fr.html
66,6825,Timhotel Tour Eiffel,Airconditioning Alarmclock Carpeting Closet Coffee/teamaker Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Laptopsafebox Linens Satellite/cablechannels Seatingarea Shower Slippers Smokedetector Sofa Soundproofing Telephone Toiletries Towels Wake-upservice  JuniorSuite Cityview Balcony/terrace Non-smoking Bathtub 1doublebedand1sofabed 11rueJuge Paris France Hotels,3,Junior Suite,France,Paris,Hotels,https://www.agoda.com/en-gb/timhotel-tour-eiffel/hotel/paris-fr.html
70,6825,Timhotel Tour Eiffel,nan TripleSuperior nan 11rueJuge Paris France Hotels,3,Triple Superior,France,Paris,Hotels,https://www.agoda.com/en-gb/timhotel-tour-eiffel/hotel/paris-fr.html
71,6825,Timhotel Tour Eiffel,nan AdjoiningRooms nan 11rueJuge Paris France Hotels,3,Adjoining Rooms,France,Paris,Hotels,https://www.agoda.com/en-gb/timhotel-tour-eiffel/hotel/paris-fr.html
72,1198059,AC Hotel Manchester Salford Quays,"Airconditioning Closet Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Refrigerator Satellite/cablechannels Seatingarea Shower Telephone Toiletries  Deluxe,Guestroom,1Double Cityview 2singlebedsor1kingbed 17-19TraffordRoad,SalfordQuays Manchester UnitedKingdom Hotels",4,"Deluxe, Guest room, 1 Double",United Kingdom,Manchester,Hotels,https://www.agoda.com/en-gb/ac-hotel-manchester-salford-quays_10/hotel/manchester-gb.html
75,1198059,AC Hotel Manchester Salford Quays,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  DeluxeTwinRoom 2singlebeds 17-19TraffordRoad,SalfordQuays Manchester UnitedKingdom Hotels",4,Deluxe Twin Room,United Kingdom,Manchester,Hotels,https://www.agoda.com/en-gb/ac-hotel-manchester-salford-quays_10/hotel/manchester-gb.html
79,1198059,AC Hotel Manchester Salford Quays,"Airconditioning Closet Clothesrack Coffee/teamaker Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Laptopsafebox Linens Refrigerator Satellite/cablechannels Seatingarea Smokedetector Soundproofing Telephone Toiletries Towels Wooden/parquetedflooring  Deluxe,Guestroom,1Double Showerandbathtub 1kingbed 17-19TraffordRoad,SalfordQuays Manchester UnitedKingdom Hotels",4,"Deluxe, Guest room, 1 Double",United Kingdom,Manchester,Hotels,https://www.agoda.com/en-gb/ac-hotel-manchester-salford-quays_10/hotel/manchester-gb.html
86,1198059,AC Hotel Manchester Salford Quays,"Airconditioning Bathrobes Closet Clothesrack Coffee/teamaker Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Linens Minibar Mirror Refrigerator Satellite/cablechannels Seatingarea Slippers Smokedetector Soundproofing Telephone Toiletries Towels Wooden/parquetedflooring  Superior,Guestroom,1Double,Highfloor Cityview Showerandbathtub 2singlebedsor1kingbed 17-19TraffordRoad,SalfordQuays Manchester UnitedKingdom Hotels",4,"Superior, Guest room, 1 Double, High floor",United Kingdom,Manchester,Hotels,https://www.agoda.com/en-gb/ac-hotel-manchester-salford-quays_10/hotel/manchester-gb.html
92,1198059,AC Hotel Manchester Salford Quays,"nan Guestroom,2Twin/SingleBed(s) nan 17-19TraffordRoad,SalfordQuays Manchester UnitedKingdom Hotels",4,"Guest room, 2 Twin/Single Bed(s)",United Kingdom,Manchester,Hotels,https://www.agoda.com/en-gb/ac-hotel-manchester-salford-quays_10/hotel/manchester-gb.html
96,1198059,AC Hotel Manchester Salford Quays,"nan Guestroom,QueenorTwin/SingleBed(s) nan 17-19TraffordRoad,SalfordQuays Manchester UnitedKingdom Hotels",4,"Guest room, Queen or Twin/Single Bed(s)",United Kingdom,Manchester,Hotels,https://www.agoda.com/en-gb/ac-hotel-manchester-salford-quays_10/hotel/manchester-gb.html
122,114228,Hotel Paris Villette,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  fullsizebed(1bigbed) FreeWi-Fi Extralowprice!(non-refundable) 56RueCurial Paris France Hotels,3,full size bed (1 big bed),France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-paris-villette/hotel/paris-fr.html
124,114228,Hotel Paris Villette,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  Twin(2beds) FreeWi-Fi Extralowprice!(non-refundable) 56RueCurial Paris France Hotels,3,Twin (2 beds),France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-paris-villette/hotel/paris-fr.html
126,114228,Hotel Paris Villette,Airconditioning Closet Clothesrack Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Laptopsafebox Satellite/cablechannels Telephone Toiletries  DoubleRoomForSingleOrDoubleOccupancy Non-smoking Shower 1doublebed 56RueCurial Paris France Hotels,3,Double Room For Single Or Double Occupancy,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-paris-villette/hotel/paris-fr.html
129,114228,Hotel Paris Villette,Airconditioning Closet Clothesrack Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Laptopsafebox Satellite/cablechannels Telephone Toiletries  TwinRoom Non-smoking Shower 2singlebeds 56RueCurial Paris France Hotels,3,Twin Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-paris-villette/hotel/paris-fr.html
132,114228,Hotel Paris Villette,nan TripleRoom nan 56RueCurial Paris France Hotels,3,Triple Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-paris-villette/hotel/paris-fr.html
143,114228,Hotel Paris Villette,Airconditioning Closet Clothesrack Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Laptopsafebox Satellite/cablechannels Telephone Toiletries  TripleRoom Non-smoking Shower 1singlebedand1doublebed 56RueCurial Paris France Hotels,3,Triple Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-paris-villette/hotel/paris-fr.html
145,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning Alarmclock Bathrobes Carpeting Closet Coffee/teamaker Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Linens Minibar Mirror On-demandmovies Seatingarea Shower Slippers Telephone Toiletries Towels TV[flatscreen] Wake-upservice  TillermanTwinRoom 2singlebeds 2LincolnPlaza London UnitedKingdom Hotels,4,Tillerman Twin Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
148,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning Alarmclock Bathrobes Carpeting Closet Coffee/teamaker Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Linens Minibar Mirror On-demandmovies Seatingarea Shower Slippers Telephone Toiletries Towels TV[flatscreen] Wake-upservice  KeelerQueenRoom 1queenbed 2LincolnPlaza London UnitedKingdom Hotels,4,Keeler Queen Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
154,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning Alarmclock Bathrobes Carpeting Closet Coffee/teamaker Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Linens Minibar Mirror On-demandmovies Seatingarea Shower Slippers Telephone Toiletries Towels TV[flatscreen] Wake-upservice  BargemasterKingRoom 1kingbed 2LincolnPlaza London UnitedKingdom Hotels,4,Bargemaster King Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
155,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Mirror Shower Telephone TV  TillermanQueenRoom Roomsize:24m²/258ft² 2LincolnPlaza London UnitedKingdom Hotels,4,Tillerman Queen Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
157,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Mirror Shower Telephone TV  TillermanTwinRoom Roomsize:24m²/258ft² 2LincolnPlaza London UnitedKingdom Hotels,4,Tillerman Twin Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
158,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning Alarmclock Bathrobes Carpeting Closet Coffee/teamaker Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Linens Minibar Mirror On-demandmovies Seatingarea Shower Slippers Telephone Toiletries Towels TV[flatscreen] Wake-upservice  TillermanDoubleAccessibleRoom FreeWi-Fi FreecancellationbeforeOctober13 2019 2LincolnPlaza London UnitedKingdom Hotels,4,Tillerman Double Accessible Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
168,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  LightermanKingRoom FreeWi-Fi FreecancellationbeforeOctober13 2019 2LincolnPlaza London UnitedKingdom Hotels,4,Lighterman King Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
171,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Mirror Shower Telephone TV  LightermanQueenAccessibleRoom FreeWi-Fi FreecancellationbeforeOctober13 2019 2LincolnPlaza London UnitedKingdom Hotels,4,Lighterman Queen Accessible Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
175,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Toiletries TV  KeelerQueenAccessibleRoom Shower 1queenbed 2LincolnPlaza London UnitedKingdom Hotels,4,Keeler Queen Accessible Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
178,6429136,"Lincoln Plaza London, Curio Collection by Hilton",Airconditioning FreeWi-Fiinallrooms! In-roomsafebox TV  BargemasterKingAccessibleRoom Shower 2LincolnPlaza London UnitedKingdom Hotels,4,Bargemaster King Accessible Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/lincoln-plaza-london-curio-collection-by-hilton_6/hotel/london-gb.html
181,2838784,Ibis London Canning Town,Additionaltoilet Airconditioning Blackoutcurtains Carpeting Closet Clothesrack Coffee/teamaker Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Linens Satellite/cablechannels Soundproofing Telephone Toiletries Towels  SweetDoubleRoom Shower 1doublebed 8SilvertownWay London UnitedKingdom Hotels,3,Sweet Double Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/ibis-london-canning-town/hotel/london-gb.html
182,2838784,Ibis London Canning Town,Additionaltoilet Airconditioning Blackoutcurtains Carpeting Closet Clothesdryer Clothesrack Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Linens Satellite/cablechannels Soundproofing Telephone Toiletries Towels  TwinRoom Non-smoking Shower 2singlebeds 8SilvertownWay London UnitedKingdom Hotels,3,Twin Room,United Kingdom,London,Hotels,https://www.agoda.com/en-gb/ibis-london-canning-town/hotel/london-gb.html
235,152573,Hotel Mons am Goetheplatz,Airconditioning FreeWi-Fiinallrooms! Heating In-roomsafebox Shower Telephone TV  DoubleRoomwithSharedBathroom Sharedbathroom 1queenbedor2singlebeds Waltherstrasse33 Munich Germany Hotels,2,Double Room with Shared Bathroom,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-mons-am-goetheplatz/hotel/munich-de.html
237,152573,Hotel Mons am Goetheplatz,Airconditioning FreeWi-Fiinallrooms! Heating In-roomsafebox Telephone Toiletries TV  StandardSingleRoom Shower 1singlebed Waltherstrasse33 Munich Germany Hotels,2,Standard Single Room,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-mons-am-goetheplatz/hotel/munich-de.html
239,152573,Hotel Mons am Goetheplatz,Airconditioning FreeWi-Fiinallrooms! Heating In-roomsafebox Telephone Toiletries TV  ComfortSingleRoom Shower 1singlebed Waltherstrasse33 Munich Germany Hotels,2,Comfort Single Room,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-mons-am-goetheplatz/hotel/munich-de.html
241,152573,Hotel Mons am Goetheplatz,Airconditioning FreeWi-Fiinallrooms! Heating In-roomsafebox Telephone Toiletries TV  StandardDoubleRoom Shower 1queenbedor2singlebeds Waltherstrasse33 Munich Germany Hotels,2,Standard Double Room,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-mons-am-goetheplatz/hotel/munich-de.html
243,152573,Hotel Mons am Goetheplatz,Airconditioning FreeWi-Fiinallrooms! Heating In-roomsafebox Telephone Toiletries TV  ComfortDoubleRoom Shower 1queenbed Waltherstrasse33 Munich Germany Hotels,2,Comfort Double Room,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-mons-am-goetheplatz/hotel/munich-de.html
250,152573,Hotel Mons am Goetheplatz,Airconditioning FreeWi-Fiinallrooms! Heating In-roomsafebox Shower TV  SingleRoomwithSharedBathroom Sharedbathroom 1singlebed Waltherstrasse33 Munich Germany Hotels,2,Single Room with Shared Bathroom,Germany,Munich,Hotels,https://www.agoda.com/en-gb/hotel-mons-am-goetheplatz/hotel/munich-de.html
255,950166,Ibis Styles Hotel Paris Gare de Lyon Bastille,Airconditioning Carpeting Closet Desk Hairdryer Heating In-roomsafebox Internetaccess–wireless Ironingfacilities Smokedetector Soundproofing Telephone Toiletries Towels TV[flatscreen] Wake-upservice Wi-Fiinpublicareas  StandardTwinRoom Shower 2singlebeds 52avenueLedruRollin Paris France Hotels,3,Standard Twin Room,France,Paris,Hotels,https://www.agoda.com/en-gb/ibis-styles-hotel-paris-gare-de-lyon-bastille/hotel/paris-fr.html
257,950166,Ibis Styles Hotel Paris Gare de Lyon Bastille,Airconditioning Carpeting Closet Dailyhousekeeping Dailynewspaper Desk Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Internetaccess–wireless Ironingfacilities Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice Wi-Fiinpublicareas  StandardDoubleRoom Shower 1doublebed 52avenueLedruRollin Paris France Hotels,3,Standard Double Room,France,Paris,Hotels,https://www.agoda.com/en-gb/ibis-styles-hotel-paris-gare-de-lyon-bastille/hotel/paris-fr.html
267,150000,Hotel President,Airconditioning Carpeting Closet Clothesrack Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV Wake-upservice  BusinessSingleRoom Shower 1singlebed 3Maja12 Bielsko-Biala Poland Hotels,4,Business Single Room,Poland,Bielsko-Biala,Hotels,https://www.agoda.com/en-gb/hotel-president/hotel/bielsko-biala-pl.html
269,150000,Hotel President,Airconditioning Carpeting Closet Clothesrack Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Smokedetector Soundproofing Toiletries Towels TV Wake-upservice  SuperiorDoubleRoom Shower 2singlebeds 3Maja12 Bielsko-Biala Poland Hotels,4,Superior Double Room,Poland,Bielsko-Biala,Hotels,https://www.agoda.com/en-gb/hotel-president/hotel/bielsko-biala-pl.html
271,150000,Hotel President,Airconditioning Closet Clothesrack Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Seatingarea Smokedetector Sofa Soundproofing Toiletries Towels TV Wake-upservice  DeluxeDoubleRoom Shower 2singlebedsand1sofabed 3Maja12 Bielsko-Biala Poland Hotels,4,Deluxe Double Room,Poland,Bielsko-Biala,Hotels,https://www.agoda.com/en-gb/hotel-president/hotel/bielsko-biala-pl.html
273,150000,Hotel President,Airconditioning Bathrobes Carpeting Closet Clothesrack Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Mirror Seatingarea Smokedetector Sofa Soundproofing Toiletries Towels TV Wake-upservice  Apartment Showerandbathtub 1queenbed 3Maja12 Bielsko-Biala Poland Hotels,4,Apartment,Poland,Bielsko-Biala,Hotels,https://www.agoda.com/en-gb/hotel-president/hotel/bielsko-biala-pl.html
275,150000,Hotel President,Airconditioning Bathrobes Carpeting Closet Clothesrack Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Mirror Seatingarea Smokedetector Sofa Soundproofing Toiletries Towels TV Wake-upservice  ApartmentwithBalcony Balcony/terrace 2bathrooms Showerandbathtub 1queenbed 3Maja12 Bielsko-Biala Poland Hotels,4,Apartment with Balcony,Poland,Bielsko-Biala,Hotels,https://www.agoda.com/en-gb/hotel-president/hotel/bielsko-biala-pl.html
287,7484319,Clarion Collection Hotel Belfast Loughshore,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  StandardDoubleRoom FreeWi-Fi FreecancellationbeforeNovember17 2019 75BelfastRoad Carrickfergus UnitedKingdom Hotels,2,Standard Double Room,United Kingdom,Carrickfergus,Hotels,https://www.agoda.com/en-gb/clarion-collection-hotel-belfast-loughshore/hotel/carrickfergus-gb.html
